0,0
0.0,0.5
0.5,0.75
1.5,0.9166666666666666
3.0,1.0416666666666665
5.0,1.1416666666666666
7.5,1.2249999999999999
10.5,1.2964285714285713
14.0,1.3589285714285713
18.0,1.4144841269841268
22.5,1.4644841269841269
27.5,1.5099386724386723
33.0,1.551605339105339
39.0,1.5900668775668776
45.5,1.6257811632811634
52.5,1.6591144966144968
60.0,1.6903644966144968
68.0,1.719776261320379
76.5,1.7475540390981568
85.5,1.773869828571841
95.0,1.798869828571841
105.0,1.8226793523813647
115.5,1.8454066251086374
126.5,1.86714575554342
138.0,1.8879790888767534
150.0,1.9079790888767534
162.5,1.9272098581075225
175.5,1.9457283766260411
189.0,1.963585519483184
203.0,1.9808268987935287
217.5,1.9974935654601953
232.5,2.01362259771826
248.0,2.02924759771826
264.0,2.044399112869775
280.5,2.0591049952227163
297.5,2.0733907095084305
315.0,2.0872795983973194
333.0,2.100793111910833
351.5,2.113951006647675
370.5,2.1267715194681878
390.0,2.139271519468188
410.0,2.1514666414194075
430.5,2.1633714033241693
451.5,2.1749993103009135
473.0,2.1863629466645498
495.0,2.197474057775661
517.5,2.208343622993052
540.5,2.2189819208653923
564.0,2.2293985875320588
588.0,2.2396026691647117
612.5,2.2496026691647115
637.5,2.259406590733339
663.0,2.2690219753487235
689.0,2.2784559376128746
715.5,2.2877151968721336
742.5,2.296806105963043
770.0,2.3057346773916145
798.0,2.3145066072161757
826.5,2.3231272968713483
855.5,2.3316018731425348
885.0,2.339935206475868
915.0,2.3481319277873434
945.5,2.356196443916376
976.5,2.3641329518528837
1008.0,2.3719454518528837
1040.0,2.3796377595451914
1072.5,2.387213517120949
1105.5,2.3946762036881135
1139.0,2.402029144864584
1173.0,2.4092755216761783
1207.5,2.4164183788190354
1242.5,2.4234606323401624
1278.0,2.430405076784607
1314.0,2.4372543918531
1350.5,2.4440111486098566
1387.5,2.4506778152765234
1425.0,2.4572567626449446
1463.0,2.463750269138451
1501.5,2.4701605255487076
1540.5,2.4764896394727582
1580.0,2.4827396394727583
1620.0,2.488912478978931
1660.5,2.4950100399545407
1701.5,2.501034136340083
1743.0,2.506986517292464
1785.0,2.5128688702336404
1827.5,2.5186828237220125
1870.5,2.524429950158794
1914.0,2.5301117683406122
1958.0,2.5357297458687023
2002.5,2.541285301424258
2047.5,2.5467798069187633
2093.0,2.552214589527459
2139.0,2.5575909336134806
2185.5,2.5629100825496507
2232.5,2.5681732404443873
2280.0,2.573381573777721
2328.0,2.5785362129529785
2376.5,2.5836382537693052
2425.5,2.5886887588198104
